Time (ms),Accelerometer,Gyroscope,Angle
9565,38.04,258.34,44.83
9568,34.24,260.54,44.62
9571,30.67,260.54,44.34
9575,30.67,260.54,44.06
9578,29.33,257.72,43.77
9581,26.65,257.72,43.43
9584,26.65,257.72,43.09
9587,24.64,254.28,42.72
9590,24.64,254.28,42.36
9593,23.52,254.28,41.98
9597,26.42,254.6,41.67
9600,26.42,254.6,41.37
9603,31.12,254.6,41.16
9606,31.12,262.13,40.96
9609,34.69,262.13,40.84
9612,46.76,262.13,40.95
9616,46.76,276.18,41.07
9619,44.97,276.18,41.15
9622,47.65,285.56,41.28
9625,47.87,285.56,41.41
9628,41.84,285.56,41.42
9631,41.84,286.37,41.43
9635,41.17,286.37,41.42
9638,40.95,286.37,41.41
9641,40.95,286.12,41.4
9644,39.83,286.12,41.37
9647,39.83,286.12,41.34
9651,36.93,270.3,41.25
9654,36.26,270.3,41.15
9657,36.26,270.3,41.05
9660,34.47,230.28,40.92
9663,30.0,230.28,40.7
9666,30.45,230.28,40.5
9670,25.75,194.29,40.2
9673,25.75,194.29,39.92
9676,19.5,194.29,39.51
9679,13.02,170.9,38.98
9682,13.02,170.9,38.46
9685,8.55,170.9,37.86
9688,8.55,157.82,37.27
9693,12.79,157.82,36.78
9696,18.38,157.82,36.42
9698,18.38,155.13,36.05
9702,17.93,155.13,35.69
9704,17.04,155.13,35.32
9707,17.04,162.2,34.95
9710,20.61,162.2,34.67
9714,20.61,162.2,34.39
9718,24.86,172.09,34.2
9721,26.42,172.09,34.04
9726,26.42,172.09,33.89
9727,23.97,177.01,33.69
9729,23.97,177.01,33.49
9733,21.06,177.01,33.25
9736,19.72,172.46,32.98
9739,19.72,172.46,32.71
9742,17.71,172.46,32.41
9745,14.13,159.07,32.04
9748,14.13,159.07,31.69
9751,9.22,138.91,31.24
9754,9.22,140.38,30.8
9758,5.42,140.38,30.29
9762,3.63,140.38,29.76
9765,3.41,121.65,29.23
9767,0.95,121.65,28.66
9770,0.95,121.65,28.11
9773,-3.52,105.96,27.48
9777,-5.31,105.96,26.82
9779,-5.31,105.96,26.18
9782,-2.63,96.03,25.6
9785,-2.63,96.03,25.04
9788,0.95,96.03,24.56
9791,0.95,92.86,24.08
9794,1.84,92.86,23.64
9797,3.18,92.86,23.23
9800,3.18,95.83,22.83
9803,3.85,95.83,22.45
9806,3.85,95.83,22.08
9810,3.41,104.2,21.7
9812,3.41,104.2,21.34
9815,3.18,104.2,20.98
9818,2.29,112.73,20.6
9821,2.29,112.73,20.24
9824,2.74,112.73,19.89
9827,2.74,117.02,19.54
9830,2.29,117.02,19.2
9833,2.29,117.02,18.86
9837,2.29,117.35,18.53
9839,1.4,117.35,18.19
9842,1.4,117.35,17.85
9846,0.5,113.08,17.5
9849,-1.51,113.08,17.12
9852,-1.51,113.08,16.75
9855,-4.64,102.64,16.32
9858,-4.64,102.64,15.9
9861,-4.64,102.64,15.49
9864,-4.64,87.84,15.09
9867,-4.64,87.84,14.69
9871,-7.54,87.84,14.25
9873,-10.22,72.87,13.76
9877,-9.78,72.87,13.29
9880,-10.22,72.87,12.82
9883,-10.22,62.35,12.36
9886,-9.78,62.35,11.92
9889,-7.99,62.35,11.52
9892,-7.99,59.19,11.13
9895,-7.32,59.19,10.76
9898,-7.32,59.19,10.4
9901,-5.31,62.01,10.08
9904,-4.41,62.01,9.79
9907,-4.41,62.01,9.51
9910,-5.08,65.63,9.22
9913,-5.08,65.63,8.93
9916,-4.64,65.63,8.66
9919,-4.64,66.82,8.39
9922,-3.74,66.82,8.15
9925,-4.64,66.82,7.9
9928,-4.86,62.72,7.64
9931,-6.87,62.72,7.35
9934,-6.87,62.72,7.07
9936,-7.32,51.52,6.78
9939,-7.32,52.54,6.5
9943,-7.54,52.54,6.22
9945,-7.54,52.54,5.94
9948,-7.09,39.9,5.68
9951,-7.77,39.9,5.41
9954,-7.77,39.9,5.15
9957,-9.11,27.66,4.86
9960,-9.11,27.66,4.58
9963,-10.67,27.66,4.28
9966,-10.67,17.57,3.98
9969,-11.34,17.57,3.67
9972,-12.01,17.57,3.36
9975,-12.01,10.06,3.05
9978,-12.9,10.06,2.73
9981,-12.9,10.06,2.42
9984,-12.9,4.68,2.11
9987,-12.01,4.68,1.83
9990,-12.01,4.68,1.55
9993,-11.56,1.15,1.29
9996,-11.56,1.15,1.03
9999,-11.12,1.15,0.79
10002,-10.22,0.24,0.57
10005,-10.22,0.24,0.36
10008,-9.55,0.24,0.16
10011,-9.55,0.24,-0.04
10014,-9.55,0.55,-0.23
10017,-9.55,0.55,-0.41
10019,-9.33,0.55,-0.59
10022,-8.44,0.29,-0.75
10025,-8.44,0.29,-0.9
10028,-8.66,0.29,-1.06
10031,-8.66,-3.02,-1.21
10034,-8.66,-3.02,-1.36
10038,-8.66,-3.02,-1.51
10040,-9.78,-9.3,-1.67
10043,-10.67,-9.3,-1.85
10046,-10.67,-9.3,-2.03
10049,-12.01,-16.61,-2.23
10053,-12.01,-16.61,-2.42
10056,-12.68,-16.61,-2.63
10059,-13.13,-22.54,-2.84
10063,-13.13,-22.54,-3.04
10066,-13.35,-22.54,-3.25
10069,-13.35,-25.95,-3.45
10072,-13.35,-25.95,-3.65
10075,-12.46,-25.95,-3.83
10079,-12.46,-26.34,-4.0
10082,-12.01,-26.34,-4.16
10085,-10.89,-26.34,-4.29
10088,-10.89,-24.49,-4.43
10091,-11.12,-24.49,-4.56
10095,-9.33,-21.82,-4.65
10098,-9.55,-21.82,-4.75
10101,-10.22,-21.82,-4.86
10105,-10.22,-18.66,-4.97
10107,-10.22,-18.66,-5.07
10110,-8.66,-18.66,-5.15
10113,-8.66,-15.31,-5.22
10116,-8.21,-15.31,-5.28
10120,-8.21,-15.31,-5.33
10123,-7.54,-13.55,-5.38
10126,-7.54,-13.55,-5.42
10129,-7.54,-13.55,-5.46
10132,-7.09,-14.57,-5.5
10135,-7.09,-14.57,-5.53
10139,-7.54,-14.57,-5.57
10141,-7.54,-17.0,-5.61
10144,-7.54,-17.0,-5.65
10147,-7.54,-17.0,-5.69
10151,-7.54,-19.01,-5.72
10154,-7.32,-19.01,-5.75
10157,-7.54,-19.01,-5.79
10160,-7.54,-19.29,-5.83
10163,-6.87,-19.29,-5.85
10166,-6.87,-19.29,-5.87
10170,-6.42,-19.7,-5.88
10173,-6.42,-19.7,-5.89
10176,-6.42,-19.7,-5.9
10179,-6.65,-19.99,-5.91
10182,-6.87,-19.99,-5.93
10185,-6.87,-19.99,-5.95
10190,-6.65,-20.41,-5.97
10192,-6.65,-20.41,-5.98
10194,-6.87,-20.41,-6.0
10198,-7.32,-20.85,-6.02
10201,-7.32,-20.85,-6.05
10204,-7.54,-20.85,-6.08
10207,-7.54,-20.48,-6.11
10210,-7.54,-20.48,-6.14
10213,-6.87,-20.48,-6.15
10216,-6.87,-18.47,-6.17
10221,-7.09,-18.47,-6.19
10224,-7.09,-18.47,-6.2
10226,-6.42,-14.37,-6.21
10228,-5.53,-14.37,-6.19
10233,-5.53,-14.37,-6.18
10235,-5.31,-9.35,-6.16
10239,-5.31,-9.35,-6.15
10242,-5.08,-9.35,-6.13
10244,-5.31,-5.59,-6.11
10246,-5.31,-5.59,-6.09
10249,-5.31,-5.59,-6.08
10252,-5.31,-3.89,-6.06
10255,-5.08,-3.89,-6.04
10258,-5.98,-3.89,-6.04
10261,-5.75,-3.86,-6.03
10264,-5.53,-3.86,-6.02
10267,-5.53,-3.86,-6.02
10270,-5.98,-3.97,-6.01
10273,-5.98,-3.97,-6.01
10276,-5.31,-3.97,-6.0
10279,-5.31,-5.01,-5.99
10283,-5.31,-5.01,-5.97
10285,-5.75,-5.01,-5.97
10288,-5.75,-7.29,-5.96
10291,-6.2,-7.29,-5.97
10294,-6.42,-7.29,-5.98
10298,-6.42,-7.29,-5.99
10301,-7.32,-10.44,-6.01
10304,-7.32,-10.44,-6.04
10306,-7.32,-10.44,-6.06
10310,-8.21,-12.97,-6.11
10313,-7.99,-12.97,-6.15
10316,-8.44,-17.45,-6.19
10319,-8.44,-15.8,-6.24
10322,-7.32,-15.8,-6.26
10325,-6.65,-15.1,-6.27
10328,-6.65,-15.1,-6.27
10331,-6.2,-15.1,-6.27
10335,-6.2,-10.73,-6.27
10338,-6.42,-10.73,-6.27
10341,-5.98,-10.73,-6.27
10344,-5.98,-6.12,-6.26
10347,-5.75,-6.12,-6.25
10350,-5.75,-6.12,-6.24
10353,-6.2,-6.66,-6.24
10356,-6.2,-6.66,-6.24
10359,-6.2,-6.66,-6.24
10362,-6.2,-6.66,-6.24
10365,-6.2,-10.29,-6.24
10368,-5.75,-10.29,-6.23
10371,-5.75,-10.29,-6.22
10374,-5.75,-10.11,-6.21
10377,-5.08,-10.11,-6.19
10380,-5.08,-10.11,-6.16
10384,-5.08,-5.3,-6.14
10387,-5.08,-5.3,-6.12
10390,-5.08,-5.3,-6.1
10392,-5.08,0.77,-6.08
10396,-5.08,0.77,-6.06
10398,-4.86,0.77,-6.04
10403,-4.86,4.81,-6.01
10406,-4.19,4.81,-5.98
10407,-4.19,4.81,-5.94
10410,-4.19,5.65,-5.91
10413,-3.74,5.65,-5.86
10416,-3.74,5.65,-5.82
10420,-3.97,3.7,-5.78
10422,-3.97,3.7,-5.75
10426,-3.74,3.7,-5.71
10428,-2.85,-0.24,-5.65
10431,-3.07,-0.24,-5.6
10434,-3.3,-0.24,-5.55
10438,-3.3,-4.21,-5.51
10440,-3.74,-4.21,-5.47
10443,-3.74,-4.21,-5.44
10446,-4.41,-7.31,-5.42
10449,-4.86,-7.31,-5.41
10452,-4.86,-7.31,-5.39
10455,-4.64,-7.31,-5.38
10458,-4.64,-7.6,-5.36
10461,-5.75,-7.6,-5.37
10464,-5.75,-7.6,-5.38
10467,-5.98,-3.58,-5.39
10471,-6.42,-3.58,-5.41
10474,-6.42,-3.58,-5.43
10477,-5.98,1.55,-5.44
10479,-5.98,1.55,-5.45
10482,-6.2,1.55,-5.47
10486,-5.98,2.38,-5.48
10489,-5.98,2.38,-5.49
10491,-5.75,2.38,-5.49
10494,-5.75,-2.64,-5.5
10497,-6.42,-2.64,-5.52
10500,-6.42,-2.64,-5.54
10503,-6.2,-10.99,-5.55
10506,-7.09,-10.99,-5.58
10509,-7.09,-10.99,-5.61
10512,-6.42,-17.91,-5.63
10515,-6.42,-17.91,-5.64
10518,-6.42,-17.91,-5.66
10521,-7.09,-21.94,-5.69
10524,-7.09,-21.94,-5.72
10527,-7.54,-21.94,-5.75
10530,-7.54,-23.89,-5.79
10534,-7.54,-23.89,-5.82
10537,-7.77,-23.89,-5.86
10540,-7.77,-25.52,-5.9
10543,-8.66,-25.52,-5.96
10546,-8.66,-25.52,-6.01
10549,-8.66,-27.19,-6.06
10553,-8.44,-27.19,-6.11
10556,-8.44,-27.19,-6.16
10558,-7.77,-25.73,-6.19
10562,-7.77,-25.73,-6.22
10564,-7.77,-25.73,-6.25
10568,-7.32,-19.38,-6.27
10571,-7.32,-19.38,-6.29
10574,-6.2,-19.38,-6.29
10577,-6.65,-13.88,-6.3
10580,-6.65,-13.88,-6.31
10583,-6.65,-13.88,-6.31
10586,-6.65,-12.49,-6.32
10590,-6.42,-12.49,-6.32
10593,-6.42,-12.49,-6.32
10596,-6.42,-15.16,-6.33
10599,-5.98,-15.16,-6.32
10604,-5.98,-15.16,-6.31
10606,-5.31,-18.01,-6.29
10608,-4.64,-18.01,-6.26
10611,-4.64,-18.01,-6.23
10614,-4.41,-18.28,-6.19
10617,-4.41,-18.28,-6.15
10621,-3.74,-18.28,-6.11
10624,-3.74,-15.72,-6.06
10627,-3.74,-15.72,-6.01
10630,-3.3,-15.72,-5.96
10633,-3.3,-11.71,-5.9
10636,-2.63,-11.71,-5.84
10639,-3.07,-11.71,-5.78
10642,-3.07,-6.99,-5.73
10645,-3.07,-6.99,-5.68
10648,-2.18,-6.99,-5.61
10651,-2.4,-3.03,-5.54
10654,-1.73,-3.03,-5.47
10657,-1.73,-3.03,-5.39
10660,-1.28,0.67,-5.31
10663,-1.28,0.67,-5.23
10666,-0.39,0.67,-5.13
10669,-0.39,4.5,-5.04
10672,0.06,4.5,-4.94
10675,0.06,4.5,-4.84
10677,0.06,7.52,-4.74
10680,-0.17,7.52,-4.65
10683,-0.17,7.52,-4.56
